distance_in_meters,duration_in_seconds,pickup_in_meters,pickup_in_seconds,driver_rating,order_hour,order_wday,order_month,driver_experience_days,price_start_local,price_bid_local
5740,694,426,61,4.99232,9,4,8,-152,200,250
7571,878,976,142,5.0,9,4,8,592,250,250
3263,467,1947,269,5.0,9,4,8,323,180,200
4941,569,97,16,4.99232,9,4,8,-152,200,250
0,0,710,109,5.0,9,4,8,108,400,530
1496,199,503,106,5.0,9,4,8,336,200,200
2545,292,826,123,4.99232,9,4,8,-152,200,200
6148,761,1065,150,4.99232,9,4,8,-152,180,240
0,0,524,53,4.99232,9,4,8,-152,200,250
3314,418,761,104,5.0,10,4,8,592,200,200
14300,1061,17278,1298,4.98243,10,4,8,113,350,350
3871,448,403,80,5.0,10,4,8,592,250,250
2515,379,518,91,4.99232,10,4,8,-152,200,200
4808,642,372,56,4.99232,10,4,8,-152,250,250
8376,688,802,99,4.98243,10,4,8,113,250,300
3958,505,1500,213,4.94702,10,4,8,-143,200,250
1288,203,377,62,4.94702,10,4,8,-143,180,200
2381,328,242,47,4.94702,10,4,8,-143,200,200
0,0,496,111,5.0,10,4,8,113,200,300
0,0,655,106,5.0,10,4,8,592,150,200
3879,483,465,71,4.99232,10,4,8,-152,180,240
5613,769,286,55,5.0,10,4,8,113,300,300
3630,539,382,52,4.99232,10,4,8,-152,200,250
5804,600,1102,189,4.98243,10,4,8,113,200,250
1640,260,1590,203,5.0,10,4,8,592,180,200
4499,554,728,123,4.99232,10,4,8,-152,150,200
1128,168,763,144,4.98243,10,4,8,113,180,200
1675,236,1156,218,4.94702,10,4,8,-143,200,200
3614,399,1109,219,4.94702,10,4,8,-143,200,200
3012,437,993,185,4.94702,10,4,8,-143,180,240
1010,142,218,42,4.94702,10,4,8,-143,200,200
3438,488,1009,157,4.94702,10,4,8,-143,170,240
0,0,1404,242,4.99099,10,4,8,130,200,250
0,0,1348,220,4.94702,10,4,8,-143,200,250
16211,1343,822,160,5.0,11,4,8,108,400,400
2643,327,386,49,4.99232,11,4,8,-152,200,200
1609,232,2415,345,4.94702,11,4,8,-143,150,200
1609,232,564,77,4.99232,11,4,8,-152,150,200
0,0,323,49,4.98243,11,4,8,113,150,200
0,0,466,107,4.93731,11,4,8,773,250,250
1444,160,644,106,4.99232,11,4,8,-152,200,200
8838,700,1979,307,4.98243,11,4,8,113,300,300
2315,321,812,161,5.0,11,4,8,113,150,200
2950,453,497,97,4.93731,11,4,8,773,100,200
0,0,190,46,4.98243,11,4,8,113,200,250
1598,271,1466,237,4.94702,11,4,8,-143,150,200
1478,208,709,131,5.0,11,4,8,323,150,200
3064,531,983,131,4.94702,11,4,8,-143,200,250
850,125,912,184,5.0,11,4,8,113,200,200
850,125,1065,155,4.94702,11,4,8,-143,200,200
977,166,1039,204,5.0,11,4,8,113,200,200
977,166,982,131,4.94702,11,4,8,-143,200,200
3076,347,68,16,4.94702,11,4,8,-143,150,200
2719,266,587,122,4.94702,11,4,8,-143,200,200
0,0,258,64,5.0,11,4,8,113,200,200
3170,404,1078,131,4.99232,11,4,8,-152,150,200
0,0,1040,122,4.93731,11,4,8,773,200,200
0,0,783,98,4.99232,11,4,8,-152,200,200
1841,286,146,35,4.94702,12,4,8,-143,200,200
5058,633,243,45,5.0,12,4,8,113,150,250
1737,240,1394,190,5.0,12,4,8,113,150,200
1748,249,851,150,4.93731,12,4,8,773,200,200
9647,912,486,97,4.98243,12,4,8,113,250,250
0,0,717,131,4.93731,12,4,8,773,160,200
0,0,196,38,4.94702,12,4,8,-143,160,200
0,0,363,70,4.94702,12,4,8,-143,200,200
0,0,289,65,4.99232,12,4,8,-152,200,200
4396,626,191,45,5.0,12,4,8,113,200,200
1305,192,449,95,4.94702,12,4,8,-143,200,200
4398,654,498,100,4.94702,12,4,8,-143,220,270
0,0,675,133,4.99232,12,4,8,-152,200,200
0,0,719,145,4.94702,12,4,8,-143,200,200
2078,344,649,95,4.93731,12,4,8,773,200,200
2078,344,919,162,4.94702,12,4,8,-143,200,230
2078,344,651,95,4.93731,12,4,8,773,200,200
2495,363,560,90,4.93731,12,4,8,773,200,200
3158,419,3756,427,4.94702,12,4,8,-143,250,300
3889,403,1280,113,4.99576,12,4,8,789,400,400
2326,290,835,123,4.93731,12,4,8,773,150,200
2326,290,1068,180,5.0,12,4,8,113,150,200
4145,639,1703,210,4.94702,12,4,8,-143,200,200
0,0,977,154,4.93731,12,4,8,773,150,200
2345,381,956,148,4.93731,13,4,8,773,200,250
3022,369,291,41,4.93731,13,4,8,773,150,200
1153,227,1297,217,4.94702,13,4,8,-143,200,250
0,0,888,157,4.94702,13,4,8,-143,200,200
1548,262,1834,209,4.93731,13,4,8,773,170,200
3042,377,1024,146,4.94702,13,4,8,-143,200,200
2233,296,407,63,4.94702,13,4,8,-143,150,200
2728,465,1279,312,4.94702,13,4,8,-143,200,250
0,0,1137,162,4.93731,13,4,8,773,150,200
3076,354,1040,152,4.94702,13,4,8,-143,150,240
2473,329,22,5,5.0,13,4,8,592,150,200
4656,557,359,71,4.99099,13,4,8,130,200,200
4656,557,1733,202,4.99232,13,4,8,-152,200,250
4949,603,1387,227,4.94702,13,4,8,-143,300,400
2183,346,832,110,4.94702,13,4,8,-143,195,270
4591,506,84,20,5.0,13,4,8,592,200,250
0,0,1177,132,4.99232,13,4,8,-152,250,250
2163,207,617,127,4.93731,13,4,8,773,150,200
7213,738,808,111,4.99232,14,4,8,-152,250,250
5950,576,1602,163,4.99099,14,4,8,130,250,250
2163,207,615,127,4.93731,14,4,8,773,150,200
1486,228,782,145,4.93731,14,4,8,773,200,200
0,0,361,77,4.93731,14,4,8,773,150,200
2793,303,1185,176,5.0,14,4,8,113,160,200
2937,504,846,180,5.0,14,4,8,113,200,250
4756,682,2106,332,5.0,14,4,8,113,200,200
6500,633,888,116,5.0,14,4,8,113,250,300
0,0,1147,105,4.99232,14,4,8,-152,150,200
0,0,917,116,4.84071,14,4,8,315,200,200
0,0,988,129,4.84071,14,4,8,315,200,200
3824,381,578,74,5.0,14,4,8,113,200,200
6936,639,1349,131,4.99232,15,4,8,-152,250,250
2100,322,1242,162,4.93731,15,4,8,773,170,200
4856,675,626,126,4.84071,15,4,8,315,200,200
7290,780,550,85,4.99232,15,4,8,-152,200,250
8165,826,840,132,4.99232,15,4,8,-152,200,250
1116,210,1180,126,4.93731,15,4,8,773,200,200
4395,613,889,147,5.0,15,4,8,113,200,250
1375,213,1146,185,4.93731,15,4,8,773,200,200
1108,219,765,153,4.99232,15,4,8,-152,200,200
0,0,1031,123,4.84071,15,4,8,315,200,200
2018,323,561,85,4.93731,15,4,8,773,150,200
5916,659,439,98,4.84071,15,4,8,315,200,250
3624,492,374,65,4.84071,15,4,8,315,150,200
1966,333,459,76,4.93731,16,4,8,773,200,200
0,0,1298,214,4.93731,16,4,8,773,150,200
3776,475,1361,167,4.84071,16,4,8,315,150,200
3875,402,392,82,5.0,16,4,8,113,250,250
0,0,696,119,5.0,16,4,8,113,200,200
1953,249,1840,229,5.0,16,4,8,592,150,200
3889,324,103,21,5.0,16,4,8,592,200,250
1349,222,1171,162,5.0,16,4,8,113,180,200
2220,328,984,165,5.0,16,4,8,113,170,200
2025,280,324,73,5.0,16,4,8,113,200,200
0,0,1162,220,4.89024,16,4,8,80,200,200
8021,762,472,83,4.99099,16,4,8,130,250,300
0,0,570,84,4.99099,16,4,8,130,200,250
2128,374,1185,196,4.99099,16,4,8,130,200,200
2128,374,996,204,5.0,16,4,8,113,200,200
0,0,543,112,4.89024,16,4,8,80,250,300
0,0,1134,155,5.0,17,4,8,113,300,350
1970,277,689,95,5.0,17,4,8,113,190,200
2267,393,384,84,5.0,17,4,8,113,150,200
0,0,507,128,4.89024,17,4,8,80,250,250
1607,181,729,137,5.0,17,4,8,113,150,200
2132,378,625,115,5.0,17,4,8,113,250,250
2460,406,716,116,5.0,17,4,8,113,150,200
16092,1420,1715,200,4.84071,17,4,8,315,300,300
7433,748,820,104,5.0,17,4,8,592,200,250
0,0,1636,264,5.0,17,4,8,108,500,500
990,133,128,28,5.0,18,4,8,592,200,200
2307,358,177,36,4.96044,18,4,8,100,200,200
7209,845,232,52,5.0,18,4,8,592,250,250
4232,424,2703,245,5.0,18,4,8,108,250,250
2134,308,880,139,4.89024,18,4,8,80,150,200
17451,1147,1245,166,5.0,18,4,8,108,500,500
0,0,775,111,4.99099,18,4,8,130,250,250
1534,242,612,106,4.89024,18,4,8,80,150,200
0,0,1055,144,5.0,18,4,8,592,150,200
0,0,568,100,5.0,18,4,8,592,200,200
3185,362,301,60,4.89024,19,4,8,80,150,200
3185,362,705,122,4.97828,19,4,8,306,150,150
2561,314,709,104,4.89024,19,4,8,80,200,200
0,0,281,59,4.89024,19,4,8,80,250,300
9840,1005,874,138,5.0,19,4,8,592,250,300
3034,303,516,72,4.89024,19,4,8,80,200,200
10646,1112,255,48,5.0,19,4,8,108,300,380
1957,254,290,40,4.89024,19,4,8,80,200,200
4256,396,339,35,4.89024,19,4,8,80,200,250
2725,400,1623,185,4.89024,19,4,8,80,150,200
4448,415,566,57,4.89024,20,4,8,80,500,500
3014,461,1672,184,4.89024,20,4,8,80,200,200
0,0,1286,167,5.0,20,4,8,592,250,250
2760,420,1969,281,4.97881,20,4,8,306,150,250
3843,409,501,81,4.89024,20,4,8,80,200,250
3843,409,1142,144,4.97881,20,4,8,306,200,250
4783,507,297,52,4.97881,20,4,8,306,270,300
6804,603,1117,157,4.97881,20,4,8,306,350,350
2568,382,1263,181,4.93731,20,4,8,773,200,200
621,103,632,107,4.93731,20,4,8,773,200,200
2951,345,1199,208,4.98243,20,4,8,113,200,200
1143,117,141,19,4.89024,20,4,8,80,200,200
7199,710,1818,183,4.97881,21,4,8,306,250,330
0,0,1220,132,4.97881,21,4,8,306,150,200
7711,663,430,44,4.89024,21,4,8,80,200,200
934,163,1593,183,4.89024,21,4,8,80,200,200
934,163,2577,274,4.97881,21,4,8,306,200,200
1744,268,1081,165,4.93731,22,4,8,773,150,200
1840,300,246,40,5.0,22,4,8,-485,200,200
1844,311,427,102,4.93731,22,4,8,773,200,200
1157,154,576,130,4.93731,22,4,8,773,250,250
0,0,1191,173,4.93731,22,4,8,773,200,200
1215,205,1103,199,4.93731,22,4,8,773,150,200
1875,312,448,91,4.93731,22,4,8,773,200,200
862,121,1088,192,4.93731,22,4,8,773,200,200
1127,151,452,79,4.93731,22,4,8,773,150,200
2361,404,1878,259,4.93731,22,4,8,773,200,250
2361,404,1691,247,4.93731,22,4,8,773,200,250
1623,285,1142,189,4.93731,23,4,8,773,150,200
2762,377,177,40,5.0,23,4,8,-485,250,250
1906,302,1376,221,4.93731,23,4,8,773,200,250
1644,290,1298,202,4.93731,23,4,8,773,200,250
1774,279,888,145,4.93731,23,4,8,773,180,240
0,0,1126,180,4.93731,23,4,8,773,200,300
2669,420,1160,179,4.93731,23,4,8,773,200,250
412,88,767,116,4.93731,23,4,8,773,200,200
1960,325,1475,234,4.93731,23,4,8,773,150,200
495,81,962,159,4.93731,23,4,8,773,200,250
2039,287,1710,265,4.93731,23,4,8,773,200,200
1235,264,792,148,4.93731,23,4,8,773,200,200
0,0,1553,272,4.93731,0,5,8,774,200,250
2107,343,1698,211,5.0,0,5,8,-484,200,250
2092,292,1623,218,4.93731,0,5,8,774,200,250
0,0,1275,192,5.0,6,5,8,-143,200,200
5263,651,725,160,5.0,6,5,8,-143,250,300
5516,623,756,128,5.0,6,5,8,-143,150,250
5347,781,382,83,5.0,6,5,8,114,250,300
2832,364,568,140,5.0,6,5,8,114,250,250
4987,559,1647,211,5.0,6,5,8,114,200,250
3439,450,336,75,5.0,6,5,8,114,200,250
3439,450,900,154,5.0,6,5,8,-143,200,200
1921,268,610,117,5.0,6,5,8,114,180,240
2779,353,772,104,4.84071,6,5,8,316,150,180
3902,467,609,143,5.0,6,5,8,114,150,200
1806,234,766,103,4.84071,6,5,8,316,180,180
4656,404,541,78,5.0,7,5,8,114,300,300
1667,228,535,79,4.84071,7,5,8,316,150,180
1746,239,324,61,5.0,7,5,8,797,150,200
6219,599,192,15,5.0,7,5,8,114,250,250
0,0,605,120,5.0,7,5,8,797,180,200
3945,471,1277,171,4.84071,7,5,8,316,150,200
0,0,750,105,5.0,7,5,8,114,250,300
4190,605,35,8,5.0,7,5,8,109,180,220
0,0,250,53,5.0,7,5,8,-143,250,250
3436,375,889,105,4.84071,7,5,8,316,200,200
3928,575,1299,225,5.0,7,5,8,114,200,250
2612,360,1062,141,4.84071,7,5,8,316,200,200
1817,238,436,50,4.84071,7,5,8,316,200,200
7094,740,4336,425,4.98243,7,5,8,114,300,300
3876,448,758,118,4.96168,8,5,8,-143,150,200
1392,214,525,126,5.0,8,5,8,114,200,200
3120,478,343,82,5.0,8,5,8,114,150,200
1645,268,599,90,5.0,8,5,8,-143,150,200
3649,358,889,106,4.84071,8,5,8,316,200,200
2188,234,753,119,4.97881,8,5,8,307,150,200
1156,177,356,80,5.0,8,5,8,-143,200,200
5134,566,607,97,4.84071,8,5,8,316,200,200
4394,605,239,47,4.97881,8,5,8,307,200,250
6602,874,415,100,4.98243,8,5,8,114,250,250
3471,416,1227,157,4.97881,8,5,8,307,200,250
2480,389,543,123,5.0,8,5,8,-143,200,200
3248,421,408,98,4.98243,8,5,8,114,200,200
1969,294,1107,180,5.0,8,5,8,-143,180,200
0,0,388,93,4.98243,8,5,8,114,250,250
2418,332,607,89,5.0,8,5,8,114,150,200
2418,332,894,138,4.97881,8,5,8,307,150,200
3082,385,478,54,5.0,8,5,8,-143,200,200
3082,385,161,27,4.97881,8,5,8,307,200,200
3460,448,488,91,4.98243,8,5,8,114,200,250
3471,439,130,31,5.0,9,5,8,593,200,200
4047,492,722,117,5.0,9,5,8,-143,200,200
3581,455,742,145,4.98243,9,5,8,114,180,200
0,0,1753,315,5.0,9,5,8,-143,180,200
0,0,293,62,5.0,9,5,8,-143,250,250
2598,400,449,58,4.97881,9,5,8,307,150,200
1721,276,928,138,4.97881,9,5,8,307,200,200
2050,244,1031,162,4.97881,9,5,8,307,200,200
6067,796,437,105,4.99099,9,5,8,131,350,350
3769,424,1585,146,4.98243,9,5,8,114,200,200
2421,421,279,67,5.0,9,5,8,114,200,200
0,0,438,95,4.84071,9,5,8,316,200,200
3300,421,154,25,5.0,9,5,8,-143,200,200
1800432,91925,1670,236,4.98243,9,5,8,114,150,200
913,137,339,69,4.84071,9,5,8,316,170,170
3472,490,679,102,5.0,9,5,8,-143,150,200
3129,427,3100,414,4.98243,9,5,8,114,300,300
1987,296,446,79,4.99232,9,5,8,-151,150,200
0,0,2194,358,4.98243,9,5,8,114,200,200
9157,962,590,111,4.99232,9,5,8,-151,300,300
0,0,421,93,5.0,9,5,8,-143,200,200
1690,266,657,110,5.0,9,5,8,114,200,200
6766,793,492,110,5.0,9,5,8,593,250,250
4020,486,4434,471,4.97881,10,5,8,307,250,250
5418,592,845,111,4.99099,10,5,8,131,300,300
1239,205,318,78,4.98243,10,5,8,114,150,200
0,0,311,75,4.99232,10,5,8,-151,200,200
0,0,455,110,4.98243,10,5,8,114,150,200
4098,509,276,60,4.99232,10,5,8,-151,200,200
1290,188,212,47,5.0,10,5,8,593,180,200
4519,639,474,93,4.98243,10,5,8,114,200,200
2390,362,116,28,5.0,10,5,8,593,200,200
3900,509,147,35,5.0,10,5,8,593,150,200
7069,791,3698,549,4.99329,10,5,8,120,250,280
0,0,804,115,4.99099,10,5,8,131,300,300
0,0,451,108,5.0,10,5,8,593,200,200
1243,213,598,104,4.98243,11,5,8,114,200,200
2131,358,409,67,4.99232,11,5,8,-151,180,200
1466,229,245,48,4.98243,11,5,8,114,350,350
6639,692,674,113,5.0,11,5,8,84,300,300
6639,692,88,17,4.99232,11,5,8,-151,300,300
0,0,245,47,4.98243,11,5,8,114,160,200
0,0,621,122,4.98243,11,5,8,114,200,200
2913,363,583,104,4.99329,11,5,8,120,200,200
1719,205,746,122,4.98243,11,5,8,114,200,200
1719,205,94,23,5.0,11,5,8,-143,200,200
7062,792,923,144,4.99232,11,5,8,-151,250,250
0,0,1007,174,4.98243,11,5,8,114,150,200
6977,759,580,102,4.99232,11,5,8,-151,250,250
2439,289,721,105,4.98243,11,5,8,114,200,200
2439,289,340,52,5.0,11,5,8,-143,200,200
0,0,1234,157,4.97881,11,5,8,307,200,250
3274,478,682,104,4.99329,11,5,8,120,200,200
1174,247,1430,225,4.98243,11,5,8,114,200,200
1174,247,1001,115,4.97881,11,5,8,307,200,200
3387,492,1298,180,5.0,11,5,8,-143,200,200
1212,138,259,48,4.99329,11,5,8,120,150,150
1212,138,95,23,4.98243,11,5,8,114,150,200
1830,258,86,18,5.0,11,5,8,593,200,200
3662,493,1885,261,4.97881,11,5,8,307,200,250
3662,493,1885,264,4.97881,11,5,8,307,200,250
0,0,2702,215,4.98243,12,5,8,114,500,500
5630,563,440,73,4.99099,12,5,8,131,200,250
7542,1101,1055,137,4.97881,12,5,8,307,400,530
4616,633,447,92,4.99329,12,5,8,120,200,250
5015,722,15,4,4.99329,12,5,8,120,200,230
15325,1304,825,120,5.0,12,5,8,109,400,400
0,0,881,127,5.0,12,5,8,-143,170,200
0,0,542,107,5.0,12,5,8,593,200,200
2948,328,185,40,4.99329,12,5,8,120,200,200
0,0,302,66,5.0,12,5,8,593,200,200
2880,346,799,128,5.0,12,5,8,593,200,200
0,0,184,36,5.0,12,5,8,593,150,200
4262,393,2486,274,4.99329,12,5,8,120,250,250
0,0,546,101,5.0,13,5,8,-143,150,200
2078,368,902,173,4.97881,13,5,8,307,200,200
3427,476,523,90,4.97881,13,5,8,307,200,250
1700,230,554,107,4.84071,13,5,8,316,150,180
1816,301,616,99,4.99232,13,5,8,-151,160,200
6269,647,2002,284,5.0,13,5,8,109,300,300
1384,241,22,5,5.0,13,5,8,593,150,150
7103,769,246,46,5.0,13,5,8,109,250,250
1204,220,924,149,4.99232,13,5,8,-151,150,200
0,0,1268,167,4.97881,13,5,8,307,200,250
4988,592,1220,224,4.97881,13,5,8,307,250,250
5297,690,746,120,5.0,13,5,8,-143,200,250
1005,144,829,116,5.0,13,5,8,109,200,200
2691,410,272,57,5.0,13,5,8,593,200,200
0,0,1374,279,4.99232,13,5,8,-151,150,200
2593,472,450,91,4.99232,13,5,8,-151,200,200
2593,472,626,112,5.0,13,5,8,593,200,200
3806,503,1100,170,4.99232,13,5,8,-151,200,200
5280,690,667,124,4.99232,13,5,8,-151,200,250
5310,698,228,46,5.0,13,5,8,-143,200,250
2776,437,749,131,4.99232,13,5,8,-151,150,200
2776,437,929,151,5.0,13,5,8,593,150,200
4974,642,651,119,4.99232,13,5,8,-151,200,250
4974,642,341,69,5.0,13,5,8,593,200,250
2452,302,800,145,4.84071,13,5,8,316,200,200
2897,393,617,98,4.99232,13,5,8,-151,200,200
1920,258,219,46,4.84071,13,5,8,316,150,150
3099,370,829,91,4.97881,13,5,8,307,200,250
1406,204,353,53,5.0,14,5,8,593,150,200
1188,222,1024,219,4.96291,14,5,8,-157,150,200
3352,492,321,47,5.0,14,5,8,-143,200,200
0,0,513,109,4.99232,14,5,8,-151,200,200
0,0,867,87,4.97881,14,5,8,307,200,250
686,149,439,88,4.84071,14,5,8,316,180,180
0,0,2570,231,4.84071,14,5,8,316,700,700
2223,302,793,92,5.0,14,5,8,593,200,200
4140,467,694,91,5.0,14,5,8,-143,200,200
0,0,388,62,4.84071,14,5,8,316,150,200
0,0,1948,277,4.96291,14,5,8,-157,300,300
1891,319,307,61,5.0,14,5,8,593,200,200
7341,796,278,50,4.93863,14,5,8,-481,250,300
1209,215,750,114,5.0,14,5,8,593,150,200
5904,593,1007,156,4.99099,14,5,8,131,300,300
5904,593,7995,583,4.94702,14,5,8,-142,300,350
7229,778,1007,156,4.99099,14,5,8,131,400,400
0,0,842,172,4.84071,15,5,8,316,220,270
0,0,1081,259,4.94702,15,5,8,-142,200,300
3985,452,1994,203,4.84071,15,5,8,316,200,200
2,0,795,120,4.89024,15,5,8,81,200,230
0,0,956,229,4.94702,15,5,8,-142,200,300
9767,917,1595,166,4.97881,15,5,8,307,350,400
0,0,255,54,4.84071,15,5,8,316,200,200
0,0,990,106,4.97881,15,5,8,307,200,200
6100,655,385,92,4.99329,15,5,8,120,300,300
14524,1177,405,81,4.84071,15,5,8,316,400,530
3275,406,899,108,4.97881,15,5,8,307,180,240
0,0,485,139,4.99329,15,5,8,120,300,300
0,0,767,113,4.94702,15,5,8,-142,300,300
4192,477,2995,229,4.99099,15,5,8,131,200,250
3419,573,1009,158,4.89024,15,5,8,81,200,230
1978,336,133,30,4.96291,15,5,8,-157,200,200
1375,217,294,59,4.93863,15,5,8,-481,200,200
1375,217,481,97,4.96291,15,5,8,-157,200,200
0,0,485,127,4.99329,15,5,8,120,300,300
15835,1092,765,109,4.93863,15,5,8,-481,500,1000
15835,1092,360,69,4.84071,15,5,8,316,500,550
15835,1092,1271,153,4.97881,15,5,8,307,500,600
1534,260,306,56,4.84071,15,5,8,316,180,180
4043,517,1252,173,4.97881,15,5,8,307,200,250
3625,524,1011,143,4.99232,15,5,8,-151,200,200
2946,442,447,72,4.94702,15,5,8,-142,200,250
1186,222,1857,263,4.94702,15,5,8,-142,100,200
5270,491,222,43,4.99099,15,5,8,131,200,250
5270,491,2295,282,4.99329,15,5,8,120,200,250
5270,491,1228,136,4.94702,15,5,8,-142,200,250
1357,208,842,100,4.94702,15,5,8,-142,200,200
0,0,1049,134,4.94702,15,5,8,-142,200,350
1138,196,815,196,4.99329,15,5,8,120,200,200
1138,196,94,15,4.94702,15,5,8,-142,200,200
2545,402,1841,281,4.94702,15,5,8,-142,200,300
1735,261,159,25,4.94702,15,5,8,-142,180,200
1968,325,1340,150,4.94702,15,5,8,-142,150,250
3076,387,553,133,4.99329,15,5,8,120,150,200
3076,387,609,104,4.94702,15,5,8,-142,150,200
1110,173,648,157,4.94702,15,5,8,-142,160,200
7000,771,1847,294,4.94702,15,5,8,-142,200,300
5667,574,1799,233,4.94702,15,5,8,-142,200,250
0,0,719,118,4.84071,15,5,8,316,400,530
7179,792,691,95,4.99329,16,5,8,120,250,250
2255,294,2252,262,4.94702,16,5,8,-142,200,250
2535,348,629,95,4.93863,16,5,8,-481,200,200
2356,283,91,22,4.94702,16,5,8,-142,100,200
2184,280,135,32,5.0,16,5,8,324,200,200
5551,664,397,74,4.99099,16,5,8,131,250,250
5551,664,267,48,4.94702,16,5,8,-142,250,250
2356,283,278,55,4.99099,16,5,8,131,100,150
2574,343,1175,190,4.93863,16,5,8,-481,180,240
6100,916,3356,476,4.94702,16,5,8,-142,300,400
2193,262,2118,224,4.94702,16,5,8,-142,150,200
7126,666,2469,231,4.94702,16,5,8,-142,250,400
2670,257,2431,225,4.94702,16,5,8,-142,180,240
2582,376,705,113,4.93863,16,5,8,-481,200,200
7168,644,805,83,4.94702,16,5,8,-142,300,350
7174,719,574,75,4.94702,16,5,8,-142,200,400
4357,416,1026,144,5.0,16,5,8,324,200,250
2743,421,2198,242,4.94702,16,5,8,-142,150,200
0,0,510,45,4.99329,16,5,8,120,250,250
0,0,1727,273,4.97881,16,5,8,307,400,650
3184,492,876,145,4.93863,16,5,8,-481,150,200
3184,492,1770,281,4.97881,16,5,8,307,150,200
0,0,1647,259,4.97881,16,5,8,307,150,200
1454,263,1344,226,4.97881,16,5,8,307,150,200
0,0,884,147,4.93863,16,5,8,-481,200,200
0,0,3565,318,5.0,16,5,8,324,200,250
1463,253,446,94,4.97881,16,5,8,307,150,200
0,0,1273,245,4.97881,16,5,8,307,350,600
2070,303,875,153,4.97881,16,5,8,307,200,200
6586,674,2218,344,4.97881,16,5,8,307,250,330
0,0,832,134,4.97881,16,5,8,307,150,200
2290,388,1221,116,4.84071,16,5,8,316,200,200
0,0,709,134,4.94702,16,5,8,-142,550,750
0,0,346,58,4.97881,16,5,8,307,200,200
3618,474,976,160,4.94702,16,5,8,-142,200,250
3618,474,1162,205,4.97881,16,5,8,307,200,250
3424,425,2427,241,4.99099,16,5,8,131,250,250
2081,370,472,72,4.94702,16,5,8,-142,150,200
1974,275,488,90,4.94702,16,5,8,-142,200,200
2806,411,2088,219,5.0,16,5,8,324,200,200
0,0,866,151,4.94702,16,5,8,-142,200,200
2680,319,798,142,4.94702,16,5,8,-142,200,200
3806,575,1701,278,4.93731,16,5,8,774,200,350
1114,206,1056,208,4.93863,16,5,8,-481,200,200
2012,294,793,90,4.93731,16,5,8,774,170,200
1995,297,1134,131,4.93731,16,5,8,774,200,250
3833,441,1209,149,4.97881,16,5,8,307,180,210
1553,210,850,160,4.93863,16,5,8,-481,150,200
1553,210,1106,148,4.93731,16,5,8,774,150,200
9585,976,606,94,5.0,16,5,8,109,250,300
0,0,1737,233,4.94702,16,5,8,-142,350,500
2753,326,1211,124,4.93863,16,5,8,-481,150,200
2478,300,2093,302,4.94702,17,5,8,-142,200,250
2478,300,1162,183,4.94702,17,5,8,-142,200,250
1734,275,1088,171,4.93731,17,5,8,774,150,200
4229,475,1001,175,4.97881,17,5,8,307,200,250
1206,175,1450,239,4.93863,17,5,8,-481,150,200
6200,639,1553,141,5.0,17,5,8,593,200,250
7695,854,1043,123,5.0,17,5,8,593,200,250
5716,839,146,24,4.84071,17,5,8,316,220,270
0,0,534,93,4.93863,17,5,8,-481,200,200
5625,674,2288,253,4.84071,17,5,8,316,200,200
3821,351,699,82,5.0,17,5,8,109,250,250
0,0,281,46,4.93731,17,5,8,774,150,200
2777,311,416,66,4.93731,17,5,8,774,200,250
0,0,622,86,5.0,17,5,8,593,150,150
2753,470,1262,187,4.93731,17,5,8,774,200,300
2449,432,1749,161,4.93863,17,5,8,-481,200,250
2788,423,1185,201,4.93731,17,5,8,774,160,250
1805,295,538,65,4.93731,17,5,8,774,150,200
4528,728,3623,505,4.94702,17,5,8,-142,230,290
0,0,241,42,4.93863,17,5,8,-481,150,200
2540,314,286,46,4.93731,17,5,8,774,200,200
2629,374,835,104,5.0,17,5,8,593,150,200
2629,374,835,104,5.0,17,5,8,593,170,200
5344,683,905,181,4.84071,17,5,8,316,200,300
2024,342,1817,218,4.93731,17,5,8,774,200,200
8246,863,1027,198,4.84071,17,5,8,316,400,400
0,0,430,78,4.93731,17,5,8,774,200,200
941,159,2018,224,4.93731,17,5,8,774,150,200
3961,517,1469,135,4.93731,17,5,8,774,250,250
1514,239,473,104,4.93863,17,5,8,-481,200,200
1455,320,984,197,4.93863,17,5,8,-481,150,200
1457,320,802,162,4.93863,17,5,8,-481,150,200
5343,670,1309,228,4.97881,17,5,8,307,200,250
15404,1209,1718,281,5.0,17,5,8,114,450,600
15404,1209,930,108,4.84071,17,5,8,316,450,600
2933,445,1038,123,4.99099,17,5,8,131,200,200
1271,196,1012,203,4.97881,17,5,8,307,150,200
4470,546,1969,283,4.97881,17,5,8,307,200,250
2954,353,1297,219,4.93731,17,5,8,774,180,250
2285,406,713,102,5.0,17,5,8,114,150,200
6852,769,109,24,5.0,17,5,8,593,220,250
6288,838,393,81,4.97881,18,5,8,307,200,200
4818,619,751,91,4.97881,18,5,8,307,200,200
1084,146,1141,194,4.93863,18,5,8,-481,150,200
1740,239,2197,292,5.0,18,5,8,593,150,200
1265,251,1048,162,4.93863,18,5,8,-481,150,200
1265,251,1172,184,5.0,18,5,8,114,150,200
0,0,1116,201,5.0,18,5,8,114,300,300
3172,392,401,84,4.93863,18,5,8,-481,250,250
997,152,398,73,4.93863,18,5,8,-481,150,200
1821,276,1237,199,4.93863,18,5,8,-481,200,200
1507,260,81,19,4.93863,18,5,8,-481,150,200
1507,260,964,131,4.93731,18,5,8,774,150,200
0,0,1150,180,4.93863,18,5,8,-481,200,200
1507,260,967,133,4.93731,18,5,8,774,130,200
